BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
LAS PALMAS RESTAURANT,4337A Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/21/16 8:28,0,0,Roslindale
Las Vegas Seafood Restaurant,1200 River,Boston,MA,2136,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Hyde Park
LATINO RESTAURANT,302 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:34,42.32273,-71.10325,Jamaica Plain
Laugh Boston,425 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,2/7/13 10:32,42.346219,-71.043099,South Boston Waterfront
Laughing Monk Cafe,737 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2/8/17 11:31,42.334069,-71.105529,Mission Hill
Lavietes Pavillion,65 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2/1/17 8:39,42.367592,-71.125878,Allston
LAZ CAFE,1744 Washington,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,4/23/14 10:31,0,0,Roxbury
LC1/Pizza/LB2,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:15,42.346723,-71.09868,Fenway
LC2/LY1,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:16,42.346723,-71.09868,Fenway
LC4,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:18,42.346723,-71.09868,Fenway
Leader Bank Pavilion,290 Northern,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,6/10/21 11:04,0,0,South Boston Waterfront
Left Field Inseat,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,7/20/10 10:13,42.346723,-71.09868,Fenway
Left Field Pantry,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,4/8/11 14:36,42.346723,-71.09868,Fenway
Legacy Boston/Candibar,275 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.350032,-71.065531,Downtown
Legal Crossing,558 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,1/12/21 12:04,0,0,Downtown
Legal Harborside,260 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,1/20/21 18:02,0,0,South Boston Waterfront
Legal Sea Foods,100 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,1/12/21 11:51,42.34721,-71.0782,Back Bay
Legal Sea Foods,255 State,Boston,MA,2109,Active,FS,Eating & Drinking,1/15/21 15:17,42.359417,-71.051129,Downtown
Legal Sea Foods (B Connector),200 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,1/12/21 12:08,0,0,East Boston
LEGAL SEAFOODS,200 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,1/12/21 11:29,0,0,East Boston
LEGAL SEAFOODS,300 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,1/12/21 11:24,0,0,East Boston
Legal's Test Kitchen,100 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,1/12/21 11:32,42.364539,-71.021817,East Boston
Legends Bar & Grill,525 William F McClellan,East Boston,MA,2128,Active,FS,Eating & Drinking,8/14/19 12:45,42.395173,-71.000092,East Boston
Lenox Hotel (5 Food Serv. Loc.),704 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.349278,-71.079625,Back Bay
Le's Restaurant,137 BRIGHTON ,ALLSTON,MA,2134,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,ALLSTON
Levi's Restaurant & Lounge,323 Washington,Dorchester,MA,2121,Active,FS,Eating & Drinking,4/23/09 9:49,42.29983,-71.07452,Dorchester
Levy Premium Food Court 1,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:12,42.344449,-71.044821,South Boston Waterfront
Levy Premium Food Court 2,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:16,42.344449,-71.044821,South Boston Waterfront
Levy Premium Food Court 3,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:18,42.344449,-71.044821,South Boston Waterfront
Levy Premium Food Court 4,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:19,42.344449,-71.044821,South Boston Waterfront
Levy Premium Food Court 5,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 14:20,42.344449,-71.044821,South Boston Waterfront
Levy Premium Main Kitchen & Commissary,415 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,5/26/10 14:03,42.344449,-71.044821,South Boston Waterfront
LFV,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:16,42.346723,-71.09868,Fenway
Libertine,125 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,1/10/20 9:35,0,0,North End
Liberty Diner,1003 MASSACHUSETTS ,ROXBURY,MA,2118,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,ROXBURY
Liberty Mutual Berkeley Cafeteria (2nd Fl),157 Berkeley,Boston,MA,2116,Active,FS,Eating & Drinking,1/6/12 9:14,0,0,Back Bay
Liberty Mutual Grab & Go,175 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2/25/15 10:52,0,0,Back Bay
LICKS CAFE,1140 Boylston,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.346689,-71.089011,Back Bay
Life Alive,431 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/11/18 11:23,42.35161,-71.07284,Back Bay
Lilly Gourmet Pasta Express,1526 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2/18/10 10:12,42.332278,-71.100023,Mission Hill
Lily P's- K13,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/26/20 10:17,0,0,West End
Lily's,33 Batterymarch,Boston,MA,2109,Active,FS,Eating & Drinking,6/5/19 12:38,0,0,Downtown
Lily's Coffee & Cafe,33 Arch,Boston,MA,2110,Active,FS,Eating & Drinking,2/27/20 11:20,42.3562,-71.05804,Downtown
Lily's Pizza,2 Oliver,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2/27/20 13:16,42.357262,-71.054578,Downtown
Lime Red Tea House,1092 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,12/5/16 11:22,42.351738,-71.124257,Allston
Limelight Stage & Studios,60 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,10/22/18 8:48,42.35199,-71.06439,Downtown
LIMONCELLO,190 North,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:35,42.363379,-71.053961,Downtown
Lincoln Bar & Grill,8 Lincoln,Brighton,MA,2135,Active,FS,Eating & Drinking,1/24/14 9:53,42.358902,-71.146953,Brighton
Lincoln Tavern,425 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,5/3/12 13:26,42.33635,-71.04755,South Boston
Lionheart Confections,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,11/12/19 15:04,42.354448,-71.05536,Downtown
LITTLE ASIA RESTAURANT,991 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:34,42.386375,-71.007041,East Boston
Little Caesars,628 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,10/25/13 10:19,42.284551,-71.110244,Roslindale
Little Dipper,669 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,6/6/14 10:24,42.312503,-71.11437,Jamaica Plain
Little Haiti International Cusine,1184 Hyde Park,Hyde Park,MA,2136,Active,FS,Eating & Drinking,8/20/12 14:11,42.258529,-71.12376,Hyde Park
Little Pecan,290 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,5/17/19 12:33,42.34879,-71.1509,Brighton
Little Pickins,196 Quincy,Dorchester,MA,2125,Active,FS,Eating & Drinking,5/15/19 9:42,42.313161,-71.074241,Dorchester
Little Pizza King,389 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,7/7/07 12:16,42.34929,-71.15484,Brighton
Little Steve's Pizza,1114 Boylston,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/16/10 10:33,42.34677,-71.088759,Back Bay
Liuyishon Hotpot Boston,702 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,10/26/18 9:37,42.351037,-71.06269,Chinatown
Lobstah On A Roll,254 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,9/26/19 12:37,42.34931,-71.08274,Back Bay
Lobstah On A Roll,537 Columbus,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,10/23/17 14:28,42.3417,-71.08078,South End
Local 149,143 P,South Boston,MA,2127,Active,FS,Eating & Drinking,2/4/11 13:14,42.33337,-71.02731,South Boston
Local 338 Bagels & Coffee,1727 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,8/1/17 11:53,0,0,West Roxbury
Locale,350 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,4/23/12 10:15,42.36512,-71.05339,Downtown
Loco Taqueria & Oyster Bar,412 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,9/19/14 13:30,42.337039,-71.047689,South Boston
LOCONTES RESTAURANT,116 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.364676,-71.055658,Downtown
Loews Boston Hotel,350 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,9/19/13 9:46,42.34924,-71.07244,Back Bay
Logan Food Market,45 Transportation,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/18/21 8:57,0,0,East Boston
Lola 42,20 Liberty,South Boston,MA,2210,Active,FS,Eating & Drinking,11/8/16 10:35,0,0,South Boston
Lola Burger,11 Fan Pier,Boston,MA,2210,Active,FS,Eating & Drinking,1/3/19 10:27,0,0,South Boston Waterfront
Lolita Cocina & Tequila Bar,253 Summer,Boston,MA,2127,Active,FS,Eating & Drinking,7/21/16 12:00,42.35017,-71.05127,Downtown
Lolita Cocina & Tequila Bar,265 Dartmouth,Boston,MA,2116,Active,FS,Eating & Drinking,12/10/10 12:41,42.35074,-71.07729,Back Bay
Lone Star Taco Bar,465 Cambridge,Allston,MA,2134,Active,FS,Eating & Drinking,1/11/07 11:23,42.35415,-71.13658,Allston
LONGWOOD HOTEL CORP.,342 Longwood,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.338216,-71.106561,Longwood Medical Area
Lookout Rooftop and Bar,70 Sleeper,Boston,MA,2210,Active,FS,Eating & Drinking,8/21/17 11:48,0,0,South Boston Waterfront
Lorettas Last Call,1 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.347312,-71.094489,Fenway
Los Amigos,366 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,8/4/16 8:21,42.34896,-71.153749,Brighton
Los Amigos Mexican Grill,1741 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,5/24/11 14:15,42.28746,-71.15016,West Roxbury
Los Antojitos Latin Restaurant,5272 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,6/15/20 13:36,42.25919,-71.15923,West Roxbury
LOS ARRIEROS REST,13 Meridian,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:34,42.370601,-71.038751,East Boston
Los Delicias Colombianas 2,1231 River,Hyde Park,MA,2136,Active,FS,Eating & Drinking,1/22/21 13:00,0,0,Hyde Park
Los Hermanos Restaurant,604 Blue Hill,Dorchester,MA,2121,Active,FS,Eating & Drinking,4/13/21 10:29,42.303728,-71.084728,Dorchester
Los Pinos Restaurante Mexican Grill,82 Bennington,Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/6/19 12:48,0,0,East Boston
L'OSTERIA RESTAURANT,104 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.364291,-71.055638,Downtown
Love Art Poke,40 Water,Boston,MA,2109,Active,FS,Eating & Drinking,12/12/18 12:37,42.357737,-71.05678,Downtown
Love Art Sushi,1 Haviland,Boston,MA,2115,Active,FS,Eating & Drinking,8/24/16 13:01,0,0,Fenway
LOWER DINING CORCORAN DINING FACILITY,60 ST THOMAS MORE,BRIGHTON,MA,2135,Active,FS,Eating & Drinking,3/23/07 16:42,0,0,BRIGHTON
Lower Mills Tavern,2269 Dorchester,Dorchester,MA,2124,Active,FS,Eating & Drinking,11/23/15 11:52,42.27299,-71.06805,Mattapan
Lu Fu Zi,145 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/11/16 11:39,42.35316,-71.13166,Allston
Lucca North End,226 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:35,42.363199,-71.055433,Downtown
Lucca Restaurant & Bar,200 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,5/11/18 11:10,0,0,East Boston
Lucia Ristorante,415 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,9/6/16 12:35,42.365578,-71.052718,Downtown
Lucie's,120 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,5/22/19 12:13,0,0,Back Bay
LUCKY BOSTON CHINESE REST.,3096 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.31506,-71.09877,Jamaica Plain
LUCKY CAFE,1107 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,10/15/20 10:20,42.312739,-71.05746,Dorchester
Lucky Rice,71 Broad,Boston,MA,2109,Active,FS,Eating & Drinking,4/26/17 13:49,0,0,Downtown
LUCKY'S,355 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,12/7/06 13:35,42.350051,-71.04848,South Boston Waterfront
Lucy Ethopian Cafe,334 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,4/8/10 14:34,42.34261,-71.084169,Fenway
Lucy's American Tavern,11 Granite,Dorchester,MA,2124,Active,FS,Eating & Drinking,4/13/16 14:13,0,0,Dorchester
Lufthansa Lounge,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,8/23/21 10:39,0,0,East Boston
Luke's Lobster,290 Washington,Boston,MA,2108,Active,FS,Eating & Drinking,6/8/16 10:46,0,0,Beacon Hill
Luke's Lobster,75 Exeter,Boston,MA,2199,Active,FS,Eating & Drinking,4/23/15 9:05,0,0,Back Bay
Lulu Green Cafe  Bakery and Juice Bar,246 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,8/13/19 15:19,42.33961,-71.05168,South Boston
LULUS' ALLSTON,417 Cambridge,Allston,MA,2134,Active,FS,Eating & Drinking,6/14/13 9:36,42.355123,-71.134062,Allston
Luna's,945 Saratoga,East Boston,MA,2128,Active,FS,Eating & Drinking,10/23/15 11:31,42.386578,-71.009157,East Boston
LY4/LB4,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:26,42.346723,-71.09868,Fenway
M & J Teriyaki,130 Jersey,Boston,MA,2215,Active,FS,Eating & Drinking,12/21/15 14:41,0,0,Fenway
M & M BBQ,1250 Massachusetts,Dorchester,MA,2125,Active,FS,Eating & Drinking,4/17/19 13:29,0,0,Dorchester
M Club,110 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,2/18/21 11:02,42.347082,-71.078373,Back Bay
M.J. O'CONNOR'S,27 Columbus,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.351143,-71.068949,Downtown
M/V Asteria,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:53,0,0,Downtown
M/V Aurora,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:54,0,0,Downtown
M/V Cetacea,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:55,0,0,Downtown
M/V Champion,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:56,0,0,Downtown
M/V Fort Independence,1A LONG WHARF,Financial District,MA,2110,Active,FS,Eating & Drinking,8/8/12 9:48,0,0,Downtown
M/V Frederick Nolan Jr.,1A LONG WHARF,Financial District,MA,2110,Active,FS,Eating & Drinking,8/8/12 9:48,0,0,Downtown
M/V Glory,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:58,0,0,Downtown
M/V Lightning,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:58,0,0,Downtown
M/V Majestic,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,3/23/17 13:52,42.360005,-71.051226,Downtown
M/V MAJESTY,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,6/6/14 15:16,42.360005,-71.051226,Downtown
M/V Martha Washington,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 12:59,0,0,Downtown
M/V Regency,1A LONG WHARF,Financial District,MA,2110,Active,FS,Eating & Drinking,8/8/12 9:38,0,0,Downtown
M/V Rendezvous,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,3/23/17 13:51,42.360005,-71.051226,Downtown
M/V Rookie,1A LONG WHARF,Financial District,MA,2110,Active,FS,Eating & Drinking,8/8/12 9:44,0,0,Downtown
M/V Ruth Hughes,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 13:01,0,0,Downtown
M/V Salacia,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 13:02,0,0,Downtown
M/V Sanctuary,1 Long,Boston,MA,2110,Active,FS,Eating & Drinking,11/15/19 13:03,0,0,Downtown
Ma La Restaurant,129 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,5/11/15 10:36,42.353088,-71.131119,Allston
Ma Maison,272 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:36,42.36095,-71.06795,Beacon Hill
MACUMBA LATINA,477 River,Mattapan,MA,2126,Active,FS,Eating & Drinking,3/6/14 15:21,0,0,Mattapan
Macy's Starbucks Kiosk,450 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,8/29/18 11:42,0,0,Downtown
Madras Dosa Co,99 Seaport,Boston,MA,2210,Active,FS,Eating & Drinking,5/21/21 13:25,0,0,South Boston Waterfront
MAGGIANO'S,4 COLUMBUS ,BOSTON,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Back Bay
Maggie's Grill @ Franklin Park Golf Course,1 Circuit,Roxbury,MA,2119,Active,FS,Eating & Drinking,4/25/17 15:41,0,0,Roxbury
Mainely Burgers,123 Guest,Brighton,MA,2135,Active,FS,Eating & Drinking,6/21/18 11:10,0,0,Brighton
Mala Kungfu,155 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,7/30/18 11:48,42.3532,-71.131939,Allston
Mamacita,329 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,7/26/21 14:09,42.340923,-71.08819,Fenway
Mama's Place,764A Huntington,Mission Hill,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/6/14 14:20,42.33331,-71.10601,Mission Hill
MAMMA MARIA RESTAURANT,3 North,Boston,MA,2113,Active,FS,Eating & Drinking,7/6/21 13:51,0,0,North End
Mana Escondido Cafe,68 Pembroke,South End,MA,2118,Active,FT,Eating & Drinking w/ Take Out,10/10/12 14:19,42.342688,-71.076901,South End
Mandarin House,633 Hyde Park,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/12/16 12:26,0,0,Roslindale
Mandarin Oriental Hotel,776 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,4/1/16 11:41,0,0,Back Bay
MANGIA MANGIA,147 Endicott,Boston,MA,2113,Active,FS,Eating & Drinking,1/22/21 12:20,0,0,North End
Mangu Dominican Bistro,264 Hyde Park,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,5/5/21 8:22,42.292509,-71.117519,Jamaica Plain
MARE,3 Mechanic,Boston,MA,2113,Active,FS,Eating & Drinking,11/1/13 15:39,42.362858,-71.055056,Downtown
Maria's Kitchen,1819 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,4/12/17 14:11,42.287115,-71.153601,West Roxbury
Maria's Taqueria,226 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,3/20/08 12:58,42.35139,-71.06457,Downtown
Mariel,10 Post Office,Boston,MA,2109,Active,FS,Eating & Drinking,2/22/19 10:18,42.35751,-71.056025,Downtown
MARINER'S HOUSE,9 NORTH,BOSTON,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,North End
Mario's Pizzeria,197 Humboldt,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,3/12/18 14:10,42.31305,-71.08981,Roxbury
MARIO'S RESTAURANT,347 CHELSEA,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,East Boston
Mario's Subs & Salad,28 WARREN,ROXBURY,MA,2119,Active,FT,Eating & Drinking w/ Take Out,4/5/07 11:00,0,0,ROXBURY
Market Cafe,39 Dalton,Boston,MA,2116,Active,FS,Eating & Drinking,11/30/17 13:37,42.34657,-71.08384,Back Bay
Market Place West 3 - Stand #104,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/1/09 11:33,0,0,West End
Marketplace Cafe & Take Away,240 Mount Vernon,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:35,42.319024,-71.045007,Dorchester
Marriott Copley Plaza (28th Fl.),110 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,2/22/12 15:07,42.347082,-71.078373,Back Bay
MARRIOTT HOTEL-COPLEY PLACE,110 HUNTINGTON ,BOSTON,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Back Bay
Marriott/Copley Connexion Lounge,110 HUNTINGTON ,BOSTON,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Back Bay
MARRIOTT/COPLEY PL. CHAMPION'S,110 HUNTINGTON ,BOSTON,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Back Bay
MARRIOTT'S CUSTOM HOUSE,3 MC KINLEY,BOSTON,MA,2109,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,Downtown
Maryann's Breakfast & Lunch,223 Grove,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,10/16/07 10:42,42.2619,-71.15742,West Roxbury
MASS ART DINING COMMONS,625 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,42.336736,-71.099529,Fenway
Mass Bay Lines/Freedom,60 Rowes,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:35,42.356532,-71.050251,Downtown
MASS EYE AND EAR INFIRMARY,243 Charles,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:35,42.36275,-71.07009,West End
Mass Gen. Hosp./Tea Leaves & Coffee Beans,55 Fruit,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/1/09 13:00,42.36259,-71.07014,West End
Mass General Hospital Cafe,55 Fruit,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,42.36259,-71.07014,West End
Mass General Hospital/Coffee Central,55 Fruit,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,5/1/09 13:44,0,0,West End
MASS. COLLEGE OF PHARMACY,179 Longwood,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:35,42.33688,-71.10112,Fenway
Massachusetts Eye & Ear EyeOpener Cafe,800 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,8/20/12 9:56,42.333002,-71.107495,Mission Hill
Massachusetts Eye & Ear Infirmary Eye Opener Cafe,243 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,3/24/10 14:37,42.362781,-71.070319,West End
MassArt Eat Cafe,625 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,6/11/21 10:32,42.336736,-71.099529,Fenway
MassArt Peet's Coffee,625 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,7/30/21 14:10,42.336736,-71.099529,Fenway
Massiminos Cucina,207 Endicott,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.366578,-71.057928,Downtown
Mast' Restaurant,45 Province,Boston,MA,2108,Active,FS,Eating & Drinking,10/24/13 13:58,42.357037,-71.06017,Downtown
MASTER WOK,650 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.351914,-71.055389,Downtown
Mastro's Ocean Club,22 Liberty ,Boston,MA,2210,Active,FS,Eating & Drinking,9/20/16 12:33,0,0,South Boston Waterfront
Matcha Cafe Maiko,115 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,6/25/20 10:40,0,0,Fenway
Mattapan House of Pizza,1621 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,3/9/12 8:24,42.268453,-71.094131,Mattapan
MATTHEWS ARENA CONCESSION,238 Saint Botolph,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.341323,-71.084481,Fenway
Maverick's,154 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,6/17/14 10:03,42.369908,-71.037913,East Boston
Max Brenner,745 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,7/14/10 11:22,42.349421,-71.080611,Back Bay
MAX'S DELI CAFE,30 BATTERYMARCH,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,Downtown
Mc Cafe,700 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,8/31/16 11:13,0,0,Downtown
Mc Goo's Pizza,479 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/31/15 8:42,42.33546,-71.04601,South Boston
Mcdonalds,1223 Commonwealth,Allston,MA,2135,Active,FT,Eating & Drinking w/ Take Out,3/5/19 10:27,42.350727,-71.13097,Allston
