"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","Neighbourhood"
"31639","I152073827",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",565,"","9/5/15 14:15",2015,9,"Saturday",14,"Part Two","CATBIRD CT",42.28813676,-71.09475747,"(42.28813676, -71.09475747)","#N/A"
"23179","I152082997",619,"Larceny","LARCENY ALL OTHERS","E5",695,"","6/29/15 9:00",2015,6,"Monday",9,"Part One","CENTRE ST",42.28642835,-71.15427278,"(42.28642835, -71.15427278)","West Roxbury"
"31999","I152073443",3410,"Towed","TOWED MOTOR VEHICLE","A7",25,"","9/4/15 6:26",2015,9,"Friday",6,"Part Three","CONDOR ST",42.38259067,-71.03769466,"(42.38259067, -71.03769466)","East Boston"
"17796","I152088831",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",102,"","10/26/15 13:00",2015,10,"Monday",13,"Part One","WASHINGTON ST",42.35591935,-71.06000539,"(42.35591935, -71.06000539)","Downtown"
"48359","I152055286",2660,"Other","OTHER OFFENSE","D4",149,"","7/4/15 20:54",2015,7,"Saturday",20,"Part Two","DARTMOUTH ST",42.34640381,-71.07551289,"(42.34640381, -71.07551289)","Back Bay"
"13723","I152093347",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",318,"","11/9/15 10:00",2015,11,"Monday",10,"Part Three","HUTCHINGS ST",42.31026891,-71.08931055,"(42.31026891, -71.08931055)","Roxbury"
"34453","I152070726",2647,"Other","THREATS TO DO BODILY HARM","B3",464,"","8/26/15 11:41",2015,8,"Wednesday",11,"Part Two","BLUE HILL AVE",42.29105647,-71.08933752,"(42.29105647, -71.08933752)","#N/A"
"5583","I152102392",724,"Auto Theft","AUTO THEFT","E13",573,"","11/17/15 14:00",2015,11,"Tuesday",14,"Part One","GREEN ST",42.30983976,-71.10553022,"(42.30983976, -71.10553022)","Jamaica Plain"
"11277","I152096056",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2",NA,"","11/19/15 13:56",2015,11,"Thursday",13,"Part Three","DUDLEY ST",NA,NA,"(0.00000000, 0.00000000)","0"
"47135","I152056702",611,"Larceny","LARCENY PICK-POCKET","B2",181,"","7/9/15 0:30",2015,7,"Thursday",0,"Part One","CLARENCE ST",42.32415082,-71.0742446,"(42.32415082, -71.07424460)","Dorchester"
"31247","I152074280",3402,"Service","ANIMAL INCIDENTS","B3",466,"","9/7/15 10:03",2015,9,"Monday",10,"Part Three","DEERING RD",42.28414025,-71.09305138,"(42.28414025, -71.09305138)","#N/A"
"25817","I152080155",301,"Robbery","ROBBERY - STREET","D4",170,"","9/26/15 8:34",2015,9,"Saturday",8,"Part One","W SPRINGFIELD ST",42.33739824,-71.07682106,"(42.33739824, -71.07682106)","Roxbury"
"1245","I152107196",2670,"Criminal Harassment","CRIMINAL HARASSMENT","C11",377,"","12/29/15 10:44",2015,12,"Tuesday",10,"Part Two","N MUNROE TER",42.29264969,-71.05238923,"(42.29264969, -71.05238923)","Dorchester"
"24845","I152081188",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1",124,"","9/22/15 7:50",2015,9,"Tuesday",7,"Part Three","JOHN F. FITZGERALD SURFAC",42.35014256,-71.05973905,"(42.35014256, -71.05973905)","Chinatown"
"7153","I152100666",2101,"Operating Under the Influence","OPERATING UNDER THE INFLUENCE ALCOHOL","D4",133,"","12/6/15 2:45",2015,12,"Sunday",2,"Part Two","COMMONWEALTH AVE",42.3525717,-71.0749163,"(42.35257170, -71.07491630)","Back Bay"
"14830","I152092105",3115,"Investigate Person","INVESTIGATE PERSON","E5",727,"","8/17/15 9:00",2015,8,"Monday",9,"Part Three","VFW PKWY",42.2802082,-71.17087959,"(42.28020820, -71.17087959)","#N/A"
"22907","I152083288",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","C6",231,"","10/7/15 9:08",2015,10,"Wednesday",9,"Part Two","E FIFTH ST",42.334009,-71.0315166,"(42.33400900, -71.03151660)","South Boston"
"31939","I152073513",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",586,"","9/3/15 22:00",2015,9,"Thursday",22,"Part Three","PARKER HILL AVE",42.32809577,-71.09974298,"(42.32809577, -71.09974298)","Jamaica Plain"
"35616","I152069434",3301,"Verbal Disputes","VERBAL DISPUTE","C11",358,"","8/21/15 20:51",2015,8,"Friday",20,"Part Three","GREENBRIER ST",42.29642169,-71.07045327,"(42.29642169, -71.07045327)","Dorchester"
"27227","I152078610",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A1",117,"","9/21/15 13:54",2015,9,"Monday",13,"Part Three","HARRISON AVE",42.35203089,-71.0612632,"(42.35203089, -71.06126320)","Chinatown"
"28585","I152077142",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","B2",614,"","9/11/15 15:00",2015,9,"Friday",15,"Part Two","BLACKFAN CIR",42.33916952,-71.10358341,"(42.33916952, -71.10358341)","#N/A"
"17471","I152089188",1848,"Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","B3",440,"","10/27/15 17:16",2015,10,"Tuesday",17,"Part Two","BLUE HILL AVE",42.29465038,-71.08790292,"(42.29465038, -71.08790292)","#N/A"
"8373","I152099274",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","C11",823,"","12/1/15 16:34",2015,12,"Tuesday",16,"Part One","HESSTON TER",42.31392955,-71.06022019,"(42.31392955, -71.06022019)","Dorchester"
"33937","I152071325",619,"Larceny","LARCENY ALL OTHERS","A1",77,"","8/27/15 16:00",2015,8,"Thursday",16,"Part One","CAMBRIDGE ST",42.36094387,-71.0612792,"(42.36094387, -71.06127920)","Downtown"
"10726","I152096655",619,"Larceny","LARCENY ALL OTHERS","D14",814,"","8/31/15 0:00",2015,8,"Monday",0,"Part One","HOPEDALE ST",42.36031116,-71.12561192,"(42.36031116, -71.12561192)","Allston"
"27707","I152078085",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B3",465,"","9/19/15 18:51",2015,9,"Saturday",18,"Part Three","BLUE HILL AVE",42.28482577,-71.09137369,"(42.28482577, -71.09137369)","#N/A"
"40730","I152063854",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","C11",335,"","8/2/15 18:23",2015,8,"Sunday",18,"Part Two","BOWDOIN ST",42.30736093,-71.0658042,"(42.30736093, -71.06580420)","Dorchester"
"1803","I152106576",3301,"Verbal Disputes","VERBAL DISPUTE","B3",432,"","12/26/15 19:28",2015,12,"Saturday",19,"Part Three","MASCOT ST",42.28424514,-71.08452739,"(42.28424514, -71.08452739)","Dorchester"
"2933","I152105295",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B2",320,"","12/21/15 16:30",2015,12,"Monday",16,"Part One","BLUE HILL AVE",42.3088984,-71.0830519,"(42.30889840, -71.08305190)","Dorchester"
"29443","I152076226",2005,"Offenses Against Child / Family","CHILD ENDANGERMENT","C11",388,"","9/13/15 22:07",2015,9,"Sunday",22,"Part Two","BUTLER ST",42.27392674,-71.06447637,"(42.27392674, -71.06447637)","#N/A"
"37063","I152067812",1402,"Vandalism","VANDALISM","B2",268,"","8/16/15 10:44",2015,8,"Sunday",10,"Part Two","AMBROSE ST",42.32995779,-71.07802711,"(42.32995779, -71.07802711)","Roxbury"
"4134","I152104006",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C6",219,"","12/17/15 12:47",2015,12,"Thursday",12,"Part Two","THOMAS PARK",42.33240992,-71.04698102,"(42.33240992, -71.04698102)","South Boston"
"52562","I152050462",3130,"Search Warrants","SEARCH WARRANT","B2",262,"","6/18/15 5:00",2015,6,"Thursday",5,"Part Three","DUDLEY ST",42.3219697,-71.07242529,"(42.32196970, -71.07242529)","Dorchester"
"12528","I152094690",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","D4",627,"","11/14/15 18:28",2015,11,"Saturday",18,"Part One","PETERBOROUGH ST",42.34280177,-71.1006951,"(42.34280177, -71.10069510)","Fenway"
"4224","I152103919",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",597,"","12/17/15 6:09",2015,12,"Thursday",6,"Part Three","NORTHAMPTON ST",42.33943469,-71.08179765,"(42.33943469, -71.08179765)","Roxbury"
"45919","I152058092",1841,"Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","D4",905,"","7/14/15 9:50",2015,7,"Tuesday",9,"Part Two","MONSIGNOR REYNOLDS WAY",42.34020669,-71.06909629,"(42.34020669, -71.06909629)","Roxbury"
"51299","I152052006",617,"Larceny","LARCENY THEFT FROM BUILDING","C6",213,"","6/17/15 17:30",2015,6,"Wednesday",17,"Part One","W BROADWAY",42.336112,-71.04665434,"(42.33611200, -71.04665434)","South Boston"
"3960","I152104198",3502,"Missing Person Located","MISSING PERSON - LOCATED","C11",435,"","12/17/15 22:23",2015,12,"Thursday",22,"Part Three","WASHINGTON ST",42.28581121,-71.07115483,"(42.28581121, -71.07115483)","Dorchester"
"21481","I152084824",2647,"Other","THREATS TO DO BODILY HARM","C6",936,"","10/12/15 14:24",2015,10,"Monday",14,"Part Two","LINSKY-BARRY CT",42.33681993,-71.05449658,"(42.33681993, -71.05449658)","South Boston"
"57","I172025850",2629,"Harassment","HARASSMENT","B3",469,"","9/15/15 7:30",2015,9,"Tuesday",7,"Part Two","COLORADO ST",42.27882383,-71.09777223,"(42.27882383, -71.09777223)","Mattapan"
"21670","I152084630",3201,"Property Lost","PROPERTY - LOST","A1",115,"","10/11/15 19:42",2015,10,"Sunday",19,"Part Three","LINCOLN ST",42.35043297,-71.05873158,"(42.35043297, -71.05873158)","Downtown"
"25118","I152080912",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",181,"","9/28/15 21:32",2015,9,"Monday",21,"Part Two","MAGAZINE ST",42.32667817,-71.0714811,"(42.32667817, -71.07148110)","Dorchester"
"1216","I152107232",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B2",289,"","12/29/15 13:47",2015,12,"Tuesday",13,"Part Three","SCHROEDER PLZ",42.33367922,-71.09187755,"(42.33367922, -71.09187755)","Roxbury"
"36015","I152068985",3410,"Towed","TOWED MOTOR VEHICLE","C11",361,"","8/20/15 12:05",2015,8,"Thursday",12,"Part Three","CLEMENTINE PARK",42.2926877,-71.06556673,"(42.29268770, -71.06556673)","Dorchester"
"33685","I152071596",3001,"Medical Assistance","DEATH INVESTIGATION","B2",326,"Y","8/29/15 2:42",2015,8,"Saturday",2,"Part Three","CRESTON ST",42.31195475,-71.07871912,"(42.31195475, -71.07871912)","Dorchester"
"33437","I152071867",2101,"Operating Under the Influence","OPERATING UNDER THE INFLUENCE ALCOHOL","D4",618,"","8/30/15 1:35",2015,8,"Sunday",1,"Part Two","GAINSBOROUGH ST",42.34239114,-71.08872018,"(42.34239114, -71.08872018)","Fenway"
"3200","I152105025",423,"Aggravated Assault","ASSAULT - AGGRAVATED","C11",416,"","12/20/15 21:27",2015,12,"Sunday",21,"Part One","FULLER ST",42.28202294,-71.07125917,"(42.28202294, -71.07125917)","Dorchester"
"3420","I152104791",3125,"Warrant Arrests","WARRANT ARREST","D4",92,"","12/19/15 23:25",2015,12,"Saturday",23,"Part Three","COURT ST",NA,NA,"(0.00000000, 0.00000000)","0"
"8094","I152099578",1842,"Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","D4",274,"","12/2/15 15:30",2015,12,"Wednesday",15,"Part Two","CAMDEN ST",42.33840478,-71.08201499,"(42.33840478, -71.08201499)","Roxbury"
"8050","I152099630",3115,"Investigate Person","INVESTIGATE PERSON","C11",935,"","12/2/15 17:01",2015,12,"Wednesday",17,"Part Three","DORCHESTER AVE",42.27273548,-71.06792411,"(42.27273548, -71.06792411)","Mattapan"
"32363","I152073050",724,"Auto Theft","AUTO THEFT","A1",104,"","9/2/15 16:30",2015,9,"Wednesday",16,"Part One","",NA,NA,"(0.00000000, 0.00000000)","0"
"28152","I152077617",3201,"Property Lost","PROPERTY - LOST","B2",312,"","9/18/15 11:55",2015,9,"Friday",11,"Part Three","HOLWORTHY ST",42.31632131,-71.0892305,"(42.31632131, -71.08923050)","Roxbury"
"18469","I152088116",616,"Larceny","LARCENY THEFT OF BICYCLE","D4",168,"","10/22/15 7:30",2015,10,"Thursday",7,"Part One","E NEWTON ST",42.33765093,-71.07215567,"(42.33765093, -71.07215567)","Roxbury"
"18353","I152088233",3410,"Towed","TOWED MOTOR VEHICLE","D4",131,"","10/24/15 1:27",2015,10,"Saturday",1,"Part Three","MARLBOROUGH ST",42.35373104,-71.07548929,"(42.35373104, -71.07548929)","Back Bay"
"6004","I152101935",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",432,"","12/10/15 9:48",2015,12,"Thursday",9,"Part Three","WOODROW AVE",42.28756451,-71.08223781,"(42.28756451, -71.08223781)","Dorchester"
"16668","I152090087",1402,"Vandalism","VANDALISM","A15",50,"","10/30/15 9:45",2015,10,"Friday",9,"Part Two","ROLAND ST",42.38189643,-71.07821902,"(42.38189643, -71.07821902)","Charlestown"
"9765","I152097731",613,"Larceny","LARCENY SHOPLIFTING","C11",351,"","11/25/15 12:08",2015,11,"Wednesday",12,"Part One","DORCHESTER AVE",42.30028028,-71.06015261,"(42.30028028, -71.06015261)","Dorchester"
"52398","I152050662",3125,"Warrant Arrests","WARRANT ARREST","A7",28,"","6/18/15 20:14",2015,6,"Thursday",20,"Part Three","PARIS ST",42.37248334,-71.03752375,"(42.37248334, -71.03752375)","East Boston"
"43396","I152060878",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",457,"","7/23/15 13:22",2015,7,"Thursday",13,"Part Three","MCLELLAN ST",42.30084929,-71.08522128,"(42.30084929, -71.08522128)","Dorchester"
"20733","I152085638",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",566,"","10/15/15 7:20",2015,10,"Thursday",7,"Part Three","ELM HILL AVE",42.30762267,-71.08903351,"(42.30762267, -71.08903351)","Roxbury"
"5879","I152102079",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","C11",462,"","12/10/15 16:38",2015,12,"Thursday",16,"Part Two","BOWDOIN AVE",42.30090969,-71.07425843,"(42.30090969, -71.07425843)","Dorchester"
"7920","I152099775",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B3",457,"","12/3/15 9:38",2015,12,"Thursday",9,"Part Three","DRUMMOND ST",42.30066767,-71.08422846,"(42.30066767, -71.08422846)","Dorchester"
"7272","I152100514",3115,"Investigate Person","INVESTIGATE PERSON","E13",572,"","12/5/15 15:17",2015,12,"Saturday",15,"Part Three","IFFLEY RD",42.31236627,-71.0993374,"(42.31236627, -71.09933740)","Jamaica Plain"
"25366","I152080649",2629,"Harassment","HARASSMENT","B3",465,"","9/27/15 22:37",2015,9,"Sunday",22,"Part Two","BLUE HILL AVE",42.28482577,-71.09137369,"(42.28482577, -71.09137369)","#N/A"
"12133","I152095149",617,"Larceny","LARCENY THEFT FROM BUILDING","C6",216,"","11/12/15 16:31",2015,11,"Thursday",16,"Part One","OLD COLONY AVE",42.33306582,-71.0539737,"(42.33306582, -71.05397370)","South Boston"
"44761","I152059344",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","C11",959,"","7/18/15 11:13",2015,7,"Saturday",11,"Part Two","DORCHESTER AVE",42.28624029,-71.06416775,"(42.28624029, -71.06416775)","Dorchester"
"38735","I152066000",1402,"Vandalism","VANDALISM","D4",152,"","8/10/15 7:06",2015,8,"Monday",7,"Part Two","CLARENDON ST",42.34450403,-71.07217209,"(42.34450403, -71.07217209)","Back Bay"
"9399","I152098134",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","B3",428,"","11/20/15 8:00",2015,11,"Friday",8,"Part One","MORTON ST",42.28127425,-71.08654557,"(42.28127425, -71.08654557)","Mattapan"
"40540","I152064067",3301,"Verbal Disputes","VERBAL DISPUTE","B2",904,"","8/3/15 13:45",2015,8,"Monday",13,"Part Three","WHEATLEY WAY",42.32935767,-71.07974589,"(42.32935767, -71.07974589)","Roxbury"
"23078","I152083113",1510,"Firearm Violations","WEAPON - FIREARM - OTHER VIOLATION","B2",318,"","10/6/15 16:35",2015,10,"Tuesday",16,"Part Two","HUMBOLDT AVE",42.31116648,-71.09108923,"(42.31116648, -71.09108923)","Roxbury"
"50606","I152052787",3114,"Investigate Property","INVESTIGATE PROPERTY","B2",327,"","6/26/15 6:41",2015,6,"Friday",6,"Part Three","WAYLAND ST",42.31368925,-71.0742708,"(42.31368925, -71.07427080)","Dorchester"
"2139","I152106178",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B3",466,"","12/24/15 19:53",2015,12,"Thursday",19,"Part Three","BLUE HILL AVE",42.28389647,-71.09168024,"(42.28389647, -71.09168024)","#N/A"
"44158","I152060033",1874,"Drug Violation","DRUGS - OTHER","C11",289,"","7/20/15 18:56",2015,7,"Monday",18,"Part Two","HANCOCK ST",42.310434,-71.0613401,"(42.31043400, -71.06134010)","Dorchester"
"33135","I152072204",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","D14",786,"","8/31/15 7:57",2015,8,"Monday",7,"Part Two","COMMONWEALTH AVE",42.34251263,-71.14363495,"(42.34251263, -71.14363495)","Brighton"
"29604","I152076055",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",427,"","9/13/15 10:07",2015,9,"Sunday",10,"Part Two","RIVER ST",42.26956689,-71.09075049,"(42.26956689, -71.09075049)","Mattapan"
"36870","I152068040",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1",120,"","8/9/15 19:00",2015,8,"Sunday",19,"Part Three","PARK PLZ",42.35162789,-71.0686641,"(42.35162789, -71.06866410)","Downtown"
"47863","I152055838",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B3",432,"","7/6/15 18:29",2015,7,"Monday",18,"Part Two","NORFOLK ST",42.28287754,-71.08474489,"(42.28287754, -71.08474489)","Dorchester"
"45711","I152058309",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","E18",493,"","7/14/15 19:45",2015,7,"Tuesday",19,"Part Three","RIVER ST",42.26194848,-71.10971613,"(42.26194848, -71.10971613)","Hyde Park"
"24684","I152081364",724,"Auto Theft","AUTO THEFT","C6",187,"","9/30/15 14:21",2015,9,"Wednesday",14,"Part One","WASHBURN ST",42.32560048,-71.05761264,"(42.32560048, -71.05761264)","Dorchester"
"1660","I152106738",3115,"Investigate Person","INVESTIGATE PERSON","E18",547,"","12/27/15 12:19",2015,12,"Sunday",12,"Part Three","HALLRON ST",42.26846689,-71.12869578,"(42.26846689, -71.12869578)","Hyde Park"
"41538","I152062952",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","D4",132,"","7/30/15 14:03",2015,7,"Thursday",14,"Part One","MARLBOROUGH ST",42.3531455,-71.07763936,"(42.35314550, -71.07763936)","Back Bay"
"32500","I152072904",617,"Larceny","LARCENY THEFT FROM BUILDING","D14",784,"","8/25/15 0:00",2015,8,"Tuesday",0,"Part One","COMMONWEALTH AVE",42.34634585,-71.14148751,"(42.34634585, -71.14148751)","Brighton"
"49459","I152054038",613,"Larceny","LARCENY SHOPLIFTING","C11",380,"","6/29/15 15:42",2015,6,"Monday",15,"Part One","GALLIVAN BLVD",42.28370031,-71.04776143,"(42.28370031, -71.04776143)","Dorchester"
"40623","I152063982",724,"Auto Theft","AUTO THEFT","B3",438,"","8/3/15 0:00",2015,8,"Monday",0,"Part One","MALLARD AVE",42.29083492,-71.07789681,"(42.29083492, -71.07789681)","Dorchester"
"9921","I152097539",423,"Aggravated Assault","ASSAULT - AGGRAVATED","E13",509,"","11/24/15 16:15",2015,11,"Tuesday",16,"Part One","HYDE PARK AVE",42.29970367,-71.11370354,"(42.29970367, -71.11370354)","Jamaica Plain"
"2747","I152105506",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B3",442,"","12/22/15 14:31",2015,12,"Tuesday",14,"Part Three","TALBOT AVE",42.29338283,-71.08277625,"(42.29338283, -71.08277625)","Dorchester"
"16049","I152090755",3115,"Investigate Person","INVESTIGATE PERSON","B3",418,"","11/1/15 21:23",2015,11,"Sunday",21,"Part Three","MORTON ST",42.27995083,-71.08185417,"(42.27995083, -71.08185417)","Dorchester"
"11379","I152095950",3207,"Property Found","PROPERTY - FOUND","D4",NA,"","11/19/15 8:43",2015,11,"Thursday",8,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"32194","I152073229",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2",180,"","9/3/15 12:29",2015,9,"Thursday",12,"Part Three","DUDLEY ST",42.32613742,-71.07531938,"(42.32613742, -71.07531938)","Dorchester"
"52526","I152050505",1001,"Counterfeiting","FORGERY / COUNTERFEITING","B2",319,"","6/18/15 12:44",2015,6,"Thursday",12,"Part Two","SCHUYLER ST",42.30911422,-71.08667126,"(42.30911422, -71.08667126)","Roxbury"
"3677","I152104500",3115,"Investigate Person","INVESTIGATE PERSON","E13",646,"","12/18/15 21:40",2015,12,"Friday",21,"Part Three","SEDGWICK ST",42.30857295,-71.11422565,"(42.30857295, -71.11422565)","Jamaica Plain"
"25997","I152079961",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",92,"","9/25/15 16:47",2015,9,"Friday",16,"Part Three","CITY HALL PLZ",42.35972137,-71.0585236,"(42.35972137, -71.05852360)","Downtown"
"26245","I152079688",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","C11",404,"","9/24/15 17:31",2015,9,"Thursday",17,"Part One","VALLEY RD",42.27743055,-71.06851083,"(42.27743055, -71.06851083)","Mattapan"
"49064","I152054518",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","B3",444,"","7/2/15 0:58",2015,7,"Thursday",0,"Part Two","ABBOT ST",42.29766924,-71.08697895,"(42.29766924, -71.08697895)","#N/A"
"34109","I152071125",3201,"Property Lost","PROPERTY - LOST","B3",450,"","8/24/15 16:05",2015,8,"Monday",16,"Part Three","ASPINWALL RD",42.2915109,-71.07374301,"(42.29151090, -71.07374301)","Dorchester"
"48258","I152055395",1503,"Firearm Violations","WEAPON - OTHER - CARRYING / POSSESSING, ETC","C11",257,"","7/5/15 8:50",2015,7,"Sunday",8,"Part Two","HANCOCK ST",42.310434,-71.0613401,"(42.31043400, -71.06134010)","Dorchester"
"10946","I152096416",1841,"Drug Violation","DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP","D4",170,"","11/20/15 17:37",2015,11,"Friday",17,"Part Two","E SPRINGFIELD ST",42.3367915,-71.07608909,"(42.33679150, -71.07608909)","Roxbury"
